Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2021-01-03 00:00:00+02:00,1.816349983215332,1.8255800008773804,1.7332760095596313,1.7773770093917847,437799,0.0,0.0,0.0
2021-01-04 00:00:00+02:00,1.7773770093917847,1.7742999792099,1.6686619520187378,1.694301962852478,246195,0.0,0.0,0.0
2021-01-05 00:00:00+02:00,1.694301962852478,1.7035330533981323,1.6368680000305176,1.6676369905471802,458148,0.0,0.0,0.0
2021-01-06 00:00:00+02:00,1.6676369905471802,1.7425060272216797,1.6553289890289307,1.7127629518508911,339008,0.0,0.0,0.0
2021-01-10 00:00:00+02:00,1.7127629518508911,1.723019003868103,1.6737899780273438,1.6912260055541992,139117,0.0,0.0,0.0
2021-01-11 00:00:00+02:00,1.6912260055541992,1.6871229410171509,1.6563550233840942,1.6748160123825073,146644,0.0,0.0,0.0
2021-01-12 00:00:00+02:00,1.6748160123825073,1.7414799928665161,1.6409709453582764,1.6696879863739014,344537,0.0,0.0,0.0
2021-01-13 00:00:00+02:00,1.6696879863739014,1.6696879863739014,1.6512269973754883,1.6676369905471802,1130471,0.0,0.0,0.0
2021-01-14 00:00:00+02:00,1.6676369905471802,1.7025070190429688,1.6409709453582764,1.6522530317306519,755601,0.0,0.0,0.0
2021-01-17 00:00:00+02:00,1.6522530317306519,1.6984050273895264,1.6532779932022095,1.6912260055541992,117978,0.0,0.0,0.0
2021-01-18 00:00:00+02:00,1.6912260055541992,1.6717389822006226,1.595844030380249,1.6419960260391235,383675,0.0,0.0,0.0
2021-01-19 00:00:00+02:00,1.6419960260391235,1.6614830493927002,1.6102030277252197,1.6348170042037964,192247,0.0,0.0,0.0
2021-01-20 00:00:00+02:00,1.6348170042037964,1.6666109561920166,1.6214840412139893,1.63584303855896,241271,0.0,0.0,0.0
2021-01-21 00:00:00+02:00,1.63584303855896,1.6655850410461426,1.6153310537338257,1.6317399740219116,340022,0.0,0.0,0.0
2021-01-24 00:00:00+02:00,1.6317399740219116,1.6696879863739014,1.5999469757080078,1.654304027557373,498251,0.0,0.0,0.0
2021-01-25 00:00:00+02:00,1.654304027557373,1.654304027557373,1.654304027557373,1.654304027557373,0,0.0,0.0,0.0
2021-01-26 00:00:00+02:00,1.6768670082092285,1.8440409898757935,1.6512269973754883,1.8081450462341309,2306068,0.0,0.0,0.0
2021-01-27 00:00:00+02:00,1.8081450462341309,1.988651990890503,1.8563480377197266,1.9691649675369263,2977563,0.0,0.0,0.0
2021-01-31 00:00:00+02:00,1.9691649675369263,2.0512139797210693,1.9230129718780518,1.983523964881897,620695,0.0,0.0,0.0
2021-02-01 00:00:00+02:00,1.983523964881897,2.0512139797210693,1.948652982711792,2.006087064743042,678359,0.0,0.0,0.0
2021-02-02 00:00:00+02:00,2.006087064743042,2.005060911178589,1.9178849458694458,1.9496790170669556,147922,0.0,0.0,0.0
2021-02-03 00:00:00+02:00,1.9496790170669556,1.9845490455627441,1.9096800088882446,1.948652982711792,548738,0.0,0.0,0.0
2021-02-04 00:00:00+02:00,1.948652982711792,1.9650629758834839,1.9004490375518799,1.9322429895401,113932,0.0,0.0,0.0
2021-02-07 00:00:00+02:00,1.9322429895401,1.9896769523620605,1.9291659593582153,1.9578830003738403,351713,0.0,0.0,0.0
2021-02-08 00:00:00+02:00,1.9578830003738403,1.919935941696167,1.8512200117111206,1.8799370527267456,432953,0.0,0.0,0.0
2021-02-09 00:00:00+02:00,1.8799370527267456,1.9168590307235718,1.8460919857025146,1.8717319965362549,123819,0.0,0.0,0.0
2021-02-10 00:00:00+02:00,1.8717319965362549,1.937371015548706,1.8932700157165527,1.9178849458694458,163990,0.0,0.0,0.0
2021-02-11 00:00:00+02:00,1.9178849458694458,1.9794210195541382,1.8983980417251587,1.9342939853668213,455271,0.0,0.0,0.0
2021-02-14 00:00:00+02:00,1.9342939853668213,1.9989080429077148,1.8532719612121582,1.9507039785385132,584629,0.0,0.0,0.0
2021-02-15 00:00:00+02:00,1.9507039785385132,1.8871170282363892,1.8460919857025146,1.8573739528656006,352025,0.0,0.0,0.0
2021-02-16 00:00:00+02:00,1.8573739528656006,1.8871170282363892,1.8542970418930054,1.8573739528656006,17989,0.0,0.0,0.0
2021-02-17 00:00:00+02:00,1.8573739528656006,1.9999330043792725,1.8707070350646973,1.9466019868850708,148107,0.0,0.0,0.0
2021-02-18 00:00:00+02:00,1.9466019868850708,1.9004490375518799,1.8625019788742065,1.8768600225448608,59077,0.0,0.0,0.0
2021-02-21 00:00:00+02:00,1.8768600225448608,1.9455759525299072,1.8430149555206299,1.8768600225448608,52924,0.0,0.0,0.0
2021-02-22 00:00:00+02:00,1.8768600225448608,1.8778860569000244,1.8204519748687744,1.8440409898757935,177631,0.0,0.0,0.0
2021-02-23 00:00:00+02:00,1.8440409898757935,1.8460919857025146,1.757889986038208,1.7989139556884766,298057,0.0,0.0,0.0
2021-02-24 00:00:00+02:00,1.7989139556884766,1.8081450462341309,1.6225099563598633,1.7312239408493042,271487,0.0,0.0,0.0
2021-02-25 00:00:00+02:00,1.7312239408493042,1.903525948524475,1.7332760095596313,1.8758349418640137,623318,0.0,0.0,0.0
2021-02-28 00:00:00+02:00,1.8758349418640137,2.0307021141052246,1.913782000541687,1.977370023727417,1255334,0.0,0.0,0.0
2021-03-01 00:00:00+02:00,1.977370023727417,2.024548053741455,1.924038052558899,1.9896769523620605,367938,0.0,0.0,0.0
2021-03-02 00:00:00+02:00,1.9896769523620605,2.1435179710388184,1.948652982711792,2.062494993209839,2577370,0.0,0.0,0.0
2021-03-03 00:00:00+02:00,2.062494993209839,2.1742870807647705,1.948652982711792,2.0901870727539062,2118277,0.0,0.0,0.0
2021-03-04 00:00:00+02:00,2.0901870727539062,2.0901870727539062,2.0901870727539062,2.0901870727539062,0,0.0,0.0,0.0
2021-03-07 00:00:00+02:00,2.146595001220703,2.337357997894287,2.195823907852173,2.262489080429077,1144580,0.0,0.0,0.0
2021-03-08 00:00:00+02:00,2.262489080429077,2.179414987564087,2.063520908355713,2.1332619190216064,522441,0.0,0.0,0.0
2021-03-09 00:00:00+02:00,2.1332619190216064,2.164030075073242,1.9742929935455322,2.0399320125579834,463013,0.0,0.0,0.0
2021-03-10 00:00:00+02:00,2.0399320125579834,2.1230061054229736,1.8460919857025146,2.014292001724243,1004380,0.0,0.0,0.0
2021-03-11 00:00:00+02:00,2.014292001724243,2.1999270915985107,2.0512139797210693,2.1250569820404053,898492,0.0,0.0,0.0
2021-03-14 00:00:00+02:00,2.1250569820404053,2.0614700317382812,1.9701910018920898,1.9968570470809937,330048,0.0,0.0,0.0
2021-03-15 00:00:00+02:00,1.9968570470809937,2.0399320125579834,1.805068016052246,1.9712159633636475,1642510,0.0,0.0,0.0
2021-03-16 00:00:00+02:00,1.9712159633636475,2.015316963195801,1.8286570310592651,1.9496790170669556,208149,0.0,0.0,0.0
2021-03-17 00:00:00+02:00,1.9496790170669556,2.049161911010742,1.9025009870529175,1.9558320045471191,297531,0.0,0.0,0.0
2021-03-18 00:00:00+02:00,1.9558320045471191,2.0204451084136963,1.769171953201294,1.9291659593582153,599586,0.0,0.0,0.0
2021-03-21 00:00:00+02:00,1.9291659593582153,2.0194199085235596,1.8460919857025146,1.9219870567321777,1091636,0.0,0.0,0.0
2021-03-22 00:00:00+02:00,1.9219870567321777,1.9999330043792725,1.811221957206726,1.9045519828796387,1084928,0.0,0.0,0.0
2021-03-23 00:00:00+02:00,1.9045519828796387,1.9999330043792725,1.7148150205612183,1.9096800088882446,873599,0.0,0.0,0.0
2021-03-24 00:00:00+02:00,1.9096800088882446,2.0286500453948975,1.8512200117111206,1.9496790170669556,731361,0.0,0.0,0.0
2021-03-25 00:00:00+02:00,1.9496790170669556,2.1445438861846924,1.948652982711792,2.064547061920166,2022012,0.0,0.0,0.0
2021-03-28 00:00:00+02:00,2.064547061920166,2.2460789680480957,2.12813401222229,2.1947989463806152,1666320,0.0,0.0,0.0
2021-03-29 00:00:00+02:00,2.1947989463806152,2.2871029376983643,2.146595001220703,2.207106113433838,971229,0.0,0.0,0.0
2021-03-30 00:00:00+02:00,2.207106113433838,2.1701838970184326,2.103519916534424,2.110698938369751,192178,0.0,0.0,0.0
2021-03-31 00:00:00+02:00,2.110698938369751,2.1517229080200195,2.0204451084136963,2.091212034225464,622558,0.0,0.0,0.0
2021-04-01 00:00:00+02:00,2.091212034225464,2.251207113265991,2.0573670864105225,2.164030075073242,496876,0.0,0.0,0.0
2021-04-04 00:00:00+02:00,2.164030075073242,2.380434036254883,2.233772039413452,2.3496649265289307,2604330,0.0,0.0,0.0
2021-04-05 00:00:00+02:00,2.3496649265289307,2.5435049533843994,2.297358989715576,2.3814589977264404,3242518,0.0,0.0,0.0
2021-04-06 00:00:00+02:00,2.3814589977264404,2.451200008392334,2.1547999382019043,2.3712029457092285,2076087,0.0,0.0,0.0
2021-04-07 00:00:00+02:00,2.3712029457092285,2.5896570682525635,2.4183809757232666,2.5404279232025146,2603258,0.0,0.0,0.0
